timestamp,FIT101,LIT101,MV101,P101,AIT201,AIT202,AIT203,FIT201,MV201,P203,P205,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P402,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,PIT501,PIT502,PIT503,FIT601,P602
29/12/2015 6:13:19 PM,0.937466,-1.169893,1.004537,1.003776,0.558724,-0.505036,0.005806,0.994326,0.984123,1.010906,1.007044,-0.570156,-0.216417,-0.360023,-0.075352,-1.055787,-5.983053,1.342522,0.000000,0.900185,0.340933,-0.644172,0.684540,0.671807,0.666260,0.681391,0.462060,-0.581827,-2.767320,0.085697,0.677421,0.657787,0.685684,0.685563,0.681331,0.693299,0.976041,0.692924,-0.095175,-0.088377
29/12/2015 6:13:20 PM,0.926133,-1.171583,1.004537,1.003776,0.558724,-0.505036,0.005806,0.994326,0.984123,1.010906,1.007044,-0.512197,0.032830,-0.358627,-0.075352,-1.055787,-5.983053,1.342522,0.000000,0.900185,0.340933,-0.644172,0.684540,0.671807,0.666260,0.681391,0.462060,-0.581827,-2.767320,0.085697,0.677260,0.652633,0.685684,0.686905,0.681331,0.693299,0.976041,0.692924,-0.095175,-0.088377
29/12/2015 6:13:21 PM,0.919839,-1.173555,1.004537,1.003776,0.558724,-0.505036,0.005806,0.994326,0.984123,1.010906,1.007044,-0.457236,0.349671,-0.352581,-0.075352,-1.055787,-5.983053,1.342522,0.000000,0.900185,0.340933,-0.644172,0.684540,0.670527,0.666260,0.681391,0.462060,-0.579061,-2.767320,0.085697,0.675493,0.651560,0.685684,0.686905,0.681331,0.693299,0.976041,0.691594,-0.095175,-0.088377
29/12/2015 6:13:22 PM,0.919839,-1.172710,1.004537,1.003776,0.558724,-0.505036,0.005806,0.994326,0.984123,1.010906,1.007044,-0.402609,0.627199,-0.350721,-0.075352,-1.055787,-5.983053,1.342522,0.000000,0.900185,0.340933,-0.644172,0.684540,0.668990,0.666260,0.681391,0.462060,-0.576988,-2.767320,0.085697,0.675493,0.650271,0.685684,0.677060,0.681331,0.693299,0.976041,0.691594,-0.095175,-0.088377
29/12/2015 6:13:23 PM,0.936207,-1.175245,1.004537,1.003776,0.558724,-0.505036,0.005806,0.992974,0.984123,1.010906,1.007044,-0.348647,0.807329,-0.347001,-0.075352,-1.055787,-5.983053,1.342522,0.000000,0.900185,0.340933,-0.644172,0.684540,0.668606,0.666260,0.681391,0.462060,-0.576988,-2.767320,0.085697,0.675493,0.680331,0.685684,0.676613,0.681331,0.693299,0.976041,0.691594,-0.095175,-0.088377
29/12/2015 6:13:24 PM,0.963152,-1.181441,1.004537,1.003776,0.558724,-0.513680,0.005806,0.992974,0.984123,1.010906,1.007044,-0.311673,0.913998,-0.344675,-0.075352,-1.055787,-0.118310,1.342522,0.000000,0.900185,0.340933,-0.644172,0.684540,0.666045,0.666260,0.681391,0.462060,-0.576988,-2.767320,0.085697,0.675493,0.695361,0.685684,0.674375,0.681331,0.694616,0.976041,0.691594,-0.095175,-0.088377
29/12/2015 6:13:25 PM,1.002688,-1.190455,1.004537,1.003776,0.561563,-0.513680,0.005806,0.995574,0.984123,1.010906,1.007044,-0.301680,0.969504,-0.340024,-0.075352,-1.055787,-0.118310,1.342522,0.000000,0.900185,0.340933,-0.647448,0.684540,0.665148,0.666260,0.681391,0.462060,-0.576988,-2.767320,0.085697,0.676940,0.677111,0.685684,0.674375,0.681331,0.694763,0.976041,0.691975,-0.095175,-0.088377
29/12/2015 6:13:26 PM,1.030388,-1.194117,1.004537,1.003776,0.561563,-0.513680,0.005806,0.995678,0.984123,1.010906,1.007044,-0.292353,0.993677,-0.337234,-0.075352,-1.055787,-0.118310,1.342522,0.000000,0.900185,0.340933,-0.647775,0.684540,0.663996,0.666260,0.681391,0.462060,-0.576988,-2.767320,0.085697,0.677903,0.667449,0.685684,0.674375,0.681331,0.695640,0.976041,0.694443,-0.095175,-0.088377
29/12/2015 6:13:27 PM,1.064888,-1.193835,1.004537,1.003776,0.561563,-0.513680,0.005806,0.995782,0.984123,1.010906,1.007044,-0.290022,0.993794,-0.331653,-0.075352,-1.055787,-0.118310,1.342522,0.000000,0.900185,0.340933,-0.647775,0.685183,0.664252,0.666260,0.681391,0.462060,-0.576988,-2.767320,0.085697,0.677903,0.667449,0.685684,0.674375,0.681331,0.695786,0.976041,0.694443,-0.095175,-0.088377
29/12/2015 6:13:28 PM,1.085789,-1.192708,1.004537,1.003776,0.561563,-0.513680,0.005806,0.996614,0.984123,1.010906,1.007044,-0.285025,0.974785,-0.333049,-0.075352,-1.055787,-0.118310,1.342522,0.000000,0.900185,0.340933,-0.647775,0.685985,0.663355,0.666260,0.681391,0.462060,-0.582517,-2.767320,0.085697,0.677903,0.692999,0.679601,0.674375,0.681331,0.695786,0.976041,0.694443,-0.095175,-0.088377
29/12/2015 6:13:29 PM,1.102157,-1.191018,1.004537,1.003776,0.561563,-0.513680,0.005806,0.997134,0.984123,1.010906,1.007044,-0.284026,0.955656,-0.323282,-0.075352,-1.055787,-0.118310,1.342522,0.000000,0.900185,0.340933,-0.647775,0.684700,0.661562,0.666260,0.681391,0.462060,-0.582517,-2.767320,0.085697,0.677903,0.701588,0.679601,0.674375,0.681331,0.695786,0.976041,0.694443,-0.095175,-0.088377
