timestamp,FIT101,LIT101,MV101,P101,AIT201,AIT202,AIT203,FIT201,MV201,P203,P205,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P402,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,PIT501,PIT502,PIT503,FIT601,P602
28/12/2015 10:29:14 AM,0.588339,1.981776,0.630467,-1.766016,1.072534,1.321131,-1.628183,-1.770500,-1.705605,-1.752907,-1.754819,0.477641,0.429714,-0.897264,-0.052024,0.457750,-0.127938,-0.135074,0.000000,0.436248,0.441180,-0.078077,-0.774620,-0.908998,0.000000,0.000000,1.218859,-0.325721,-0.583095,-1.598161,-2.333845,-1.623564,2.138338,1.487039,0.000000,2.083152,0.957503,2.204024,-0.101993,-0.095298
28/12/2015 10:29:15 AM,0.625147,1.984256,0.630467,-1.766016,1.072534,1.321131,-1.628183,-1.770500,-1.705605,-1.752907,-1.754819,0.477641,0.429714,-0.910949,-0.052024,0.457750,-0.127938,-0.135074,0.000000,0.436248,0.441180,-0.078077,-0.774620,-0.909478,0.000000,0.000000,1.218859,-0.325721,-0.611845,-1.598161,-2.333845,-1.252205,2.138338,1.487039,0.000000,2.083152,0.957503,2.204024,-0.101993,-0.095298
28/12/2015 10:29:16 AM,0.625147,1.984256,0.630467,-1.766016,1.072534,1.321131,-1.628183,-1.770500,-1.705605,-1.752907,-1.754819,0.477641,0.429714,-0.910949,-0.052024,0.457750,-0.127938,-0.135074,0.000000,0.436248,0.441180,-0.078077,-0.774620,-0.909478,0.000000,0.000000,1.218859,-0.325721,-0.611845,-1.598161,-2.333845,-1.252205,2.138338,1.487039,0.000000,2.083152,0.957503,2.204024,-0.101993,-0.095298
28/12/2015 10:29:17 AM,0.654705,1.988860,0.630467,-1.766016,1.072534,1.321131,-1.628183,-1.770500,-1.705605,-1.752907,-1.754819,0.477641,0.429714,-0.918611,-0.052024,0.457750,-0.127938,-0.135074,0.000000,0.436248,0.441180,-0.078077,-0.774620,-0.911879,0.000000,0.000000,1.218859,-0.325721,-0.626232,-1.598161,-2.333845,-0.649915,2.138338,1.487039,0.000000,2.083152,0.957503,2.204024,-0.101993,-0.095298
28/12/2015 10:29:18 AM,0.690119,1.992758,0.630467,-1.766016,1.072534,1.321131,-1.628183,-1.770500,-1.705605,-1.752907,-1.754819,0.477641,0.429714,-0.928464,-0.052024,0.457750,-0.127938,-0.135074,0.000000,0.436248,0.441180,-0.078077,-0.774620,-0.912839,0.000000,0.000000,1.218859,-0.325721,-0.626232,-1.598161,-2.333845,-0.031069,2.138338,1.487039,0.000000,2.272943,0.957503,2.391296,-0.101993,-0.095298
28/12/2015 10:29:19 AM,0.711870,1.990987,0.630467,-1.766016,1.072534,1.321131,-1.589578,-1.770500,-1.705605,-1.752907,-1.754819,0.477641,0.429714,-0.932842,-0.052024,0.457750,-0.127938,-0.135074,0.000000,0.436248,0.441180,-0.078077,-0.774620,-0.914760,0.000000,0.000000,1.218859,-0.325721,-0.626232,-1.598161,-2.333845,0.100920,2.138338,1.918993,0.000000,2.375173,0.957503,2.391296,-0.101993,-0.095298
28/12/2015 10:29:20 AM,0.730832,1.996655,0.630467,-1.766016,1.072534,1.321131,-1.589578,-1.770500,-1.705605,-1.752907,-1.754819,0.477641,0.429714,-0.939958,-0.052024,0.457750,-0.127938,-0.135074,0.000000,0.436248,0.441180,-0.078077,-0.774620,-0.912839,0.000000,0.000000,1.218859,-0.325721,-0.626232,-1.598161,-2.333845,-0.988164,2.138338,1.918993,0.000000,2.375173,0.957503,2.391296,-0.101993,-0.095298
28/12/2015 10:29:21 AM,0.736408,2.000906,0.630467,-1.766016,1.072534,1.321131,-1.589578,-1.770500,-1.705605,-1.752907,-1.754819,0.471782,0.429714,-0.947621,-0.052024,0.457750,-0.127938,-0.135074,0.000000,0.436248,0.441180,-0.078077,-0.724356,-0.912839,0.000000,0.000000,1.218859,-0.325721,-0.626232,-1.598161,-2.333845,-1.714262,2.138338,1.918993,0.000000,2.375173,0.957503,2.476382,-0.101993,-0.095298
28/12/2015 10:29:22 AM,0.717168,2.003386,0.630467,-1.766016,1.072534,1.321131,-1.589578,-1.770500,-1.705605,-1.752907,-1.754819,0.468852,0.431496,-0.954189,-0.052024,0.457750,-0.127938,-0.135074,0.000000,0.436248,0.441180,-0.022503,-0.655262,-0.912359,0.000000,0.000000,1.218859,-0.325721,-0.626232,-1.598161,-2.148489,-2.308372,2.138338,1.918993,0.000000,2.375173,0.957503,2.476382,-0.101993,-0.095298
28/12/2015 10:29:23 AM,0.706850,2.006928,0.630467,-1.766016,1.072534,1.321131,-1.589578,-1.770500,-1.705605,-1.752907,-1.754819,0.468852,0.431496,-0.955832,-0.052024,0.457750,-0.127938,-0.135074,0.000000,0.436248,0.441180,-0.022503,-0.535856,-0.903235,0.000000,0.000000,1.218859,-0.325721,-0.626232,-1.598161,-1.962952,-2.448606,2.138338,1.918993,0.000000,2.375173,0.957503,2.646552,-0.101993,-0.095298
